Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance,payment_type,category
10/09/2023,10/09/2023,IMPS/DR/135266397497/FLIPKART,TRANSFER TO 135266397497,3755.88,,11342295.76,imps,shopping
10/09/2023,10/09/2023,POS/DR/967318622785/IRCTC,TRANSFER TO 967318622785,2893.82,,11339401.94,pos,others
10/09/2023,10/09/2023,NEFT/DR/637028555803/STARBUCKS,TRANSFER TO 637028555803,10256.82,,11329145.12,neft,others
10/09/2023,10/09/2023,POS/DR/829329499407/DMART,TRANSFER TO 829329499407,5592.45,,11323552.67,pos,others
10/09/2023,10/09/2023,NEFT/DR/448150160127/UBER,TRANSFER TO 448150160127,844.79,,11322707.88,neft,transport
10/09/2023,10/09/2023,UPI/DR/671242607534/FLIPKART,TRANSFER TO 671242607534,6396.47,,11316311.41,upi,shopping
10/09/2023,10/09/2023,UPI/DR/981845551168/BIGBAZAAR,TRANSFER TO 981845551168,447.59,,11315863.82,upi,others
10/09/2023,10/09/2023,POS/DR/936285442185/ZOMATO,TRANSFER TO 936285442185,3146.95,,11312716.87,pos,food
10/09/2023,10/09/2023,POS/DR/575077329020/OLA,TRANSFER TO 575077329020,1694.33,,11311022.54,pos,transport
10/09/2023,10/09/2023,POS/DR/517244741495/FLIPKART,TRANSFER TO 517244741495,488.69,,11310533.85,pos,shopping
10/09/2023,10/09/2023,UPI/DR/830668632267/BIGBAZAAR,TRANSFER TO 830668632267,632.82,,11309901.03,upi,others
10/09/2023,10/09/2023,NEFT/DR/303580838897/MYNTRA,TRANSFER TO 303580838897,1483.94,,11308417.09,neft,shopping
10/09/2023,10/09/2023,POS/DR/611148122696/DMART,TRANSFER TO 611148122696,2984.99,,11305432.1,pos,others
10/09/2023,10/09/2023,UPI/DR/598390727659/FLIPKART,TRANSFER TO 598390727659,50.0,,11305382.1,upi,shopping
10/09/2023,10/09/2023,IMPS/DR/445810242622/AMAZON,TRANSFER TO 445810242622,905.59,,11304476.51,imps,shopping
10/09/2023,10/09/2023,NEFT/DR/225891722863/IRCTC,TRANSFER TO 225891722863,2806.37,,11301670.14,neft,others
10/09/2023,10/09/2023,NEFT/DR/403862430593/MYNTRA,TRANSFER TO 403862430593,1240.28,,11300429.86,neft,shopping
10/09/2023,10/09/2023,NEFT/DR/495037563436/MYNTRA,TRANSFER TO 495037563436,50.0,,11300379.86,neft,shopping
10/09/2023,10/09/2023,POS/DR/652002921338/UBER,TRANSFER TO 652002921338,10336.53,,11290043.33,pos,transport
10/09/2023,10/09/2023,IMPS/DR/929702912211/STARBUCKS,TRANSFER TO 929702912211,228.03,,11289815.3,imps,others
10/09/2023,10/09/2023,UPI/DR/929363214797/FLIPKART,TRANSFER TO 929363214797,687.85,,11289127.45,upi,shopping
10/09/2023,10/09/2023,UPI/DR/157713324942/IRCTC,TRANSFER TO 157713324942,902.51,,11288224.94,upi,others
10/09/2023,10/09/2023,UPI/DR/233762383744/BIGBAZAAR,TRANSFER TO 233762383744,951.2,,11287273.74,upi,others
10/09/2023,10/09/2023,NEFT/DR/820515982716/AMAZON,TRANSFER TO 820515982716,6853.22,,11280420.52,neft,shopping
11/09/2023,11/09/2023,POS/DR/169612603742/JIO,TRANSFER TO 169612603742,7734.69,,11272685.83,pos,others
11/09/2023,11/09/2023,NEFT/DR/833576774319/STARBUCKS,TRANSFER TO 833576774319,1956.01,,11270729.82,neft,others
11/09/2023,11/09/2023,NEFT/DR/338614937749/DMART,TRANSFER TO 338614937749,2355.99,,11268373.83,neft,others
11/09/2023,11/09/2023,NEFT/DR/456358075905/MYNTRA,TRANSFER TO 456358075905,50.0,,11268323.83,neft,shopping
11/09/2023,11/09/2023,UPI/DR/187602444953/AMAZON,TRANSFER TO 187602444953,60.38,,11268263.45,upi,shopping
11/09/2023,11/09/2023,POS/DR/448032560372/JIO,TRANSFER TO 448032560372,615.52,,11267647.93,pos,others
11/09/2023,11/09/2023,UPI/DR/697257014224/IRCTC,TRANSFER TO 697257014224,3281.56,,11264366.37,upi,others
11/09/2023,11/09/2023,IMPS/DR/928792739874/JIO,TRANSFER TO 928792739874,205.12,,11264161.25,imps,others
11/09/2023,11/09/2023,NEFT/DR/459264828335/OLA,TRANSFER TO 459264828335,5367.83,,11258793.42,neft,transport
11/09/2023,11/09/2023,UPI/DR/889618130105/UBER,TRANSFER TO 889618130105,1164.82,,11257628.6,upi,transport
11/09/2023,11/09/2023,NEFT/DR/105567383884/ZOMATO,TRANSFER TO 105567383884,1379.64,,11256248.96,neft,food
11/09/2023,11/09/2023,NEFT/DR/971091837819/ZOMATO,TRANSFER TO 971091837819,1622.19,,11254626.77,neft,food
11/09/2023,11/09/2023,POS/DR/186868845591/STARBUCKS,TRANSFER TO 186868845591,432.81,,11254193.96,pos,others
11/09/2023,11/09/2023,UPI/DR/666854371243/FLIPKART,TRANSFER TO 666854371243,2819.0,,11251374.96,upi,shopping
11/09/2023,11/09/2023,IMPS/DR/815644120916/BIGBAZAAR,TRANSFER TO 815644120916,1158.27,,11250216.69,imps,others
11/09/2023,11/09/2023,UPI/DR/421889935456/BIGBAZAAR,TRANSFER TO 421889935456,2033.92,,11248182.77,upi,others
11/09/2023,11/09/2023,IMPS/DR/869807342412/AMAZON,TRANSFER TO 869807342412,3312.65,,11244870.12,imps,shopping
11/09/2023,11/09/2023,NEFT/DR/323802608679/DMART,TRANSFER TO 323802608679,640.35,,11244229.77,neft,others
11/09/2023,11/09/2023,NEFT/DR/904453160460/OLA,TRANSFER TO 904453160460,4232.32,,11239997.45,neft,transport
11/09/2023,11/09/2023,IMPS/DR/127355994431/DMART,TRANSFER TO 127355994431,1083.47,,11238913.98,imps,others
11/09/2023,11/09/2023,UPI/DR/940708597424/UBER,TRANSFER TO 940708597424,3359.49,,11235554.49,upi,transport
11/09/2023,11/09/2023,IMPS/DR/954239897636/ZOMATO,TRANSFER TO 954239897636,3020.61,,11232533.88,imps,food
11/09/2023,11/09/2023,NEFT/DR/350116867617/MYNTRA,TRANSFER TO 350116867617,1092.87,,11231441.01,neft,shopping
11/09/2023,11/09/2023,POS/DR/738582883149/ZOMATO,TRANSFER TO 738582883149,937.41,,11230503.6,pos,food
11/09/2023,11/09/2023,POS/DR/500086089884/ZOMATO,TRANSFER TO 500086089884,6880.83,,11223622.77,pos,food
11/09/2023,11/09/2023,IMPS/DR/127400376111/JIO,TRANSFER TO 127400376111,217.71,,11223405.06,imps,others
12/09/2023,12/09/2023,POS/DR/724010040984/IRCTC,TRANSFER TO 724010040984,1476.2,,11221928.86,pos,others
12/09/2023,12/09/2023,IMPS/DR/643010849214/IRCTC,TRANSFER TO 643010849214,93.63,,11221835.23,imps,others
12/09/2023,12/09/2023,UPI/DR/301386209583/STARBUCKS,TRANSFER TO 301386209583,492.72,,11221342.51,upi,others
12/09/2023,12/09/2023,IMPS/DR/202652065699/SWIGGY,TRANSFER TO 202652065699,2142.13,,11219200.38,imps,food
12/09/2023,12/09/2023,NEFT/DR/496150400703/UBER,TRANSFER TO 496150400703,6439.5,,11212760.88,neft,transport
12/09/2023,12/09/2023,POS/DR/484836513738/IRCTC,TRANSFER TO 484836513738,1072.38,,11211688.5,pos,others
12/09/2023,12/09/2023,UPI/DR/862335287961/AMAZON,TRANSFER TO 862335287961,944.66,,11210743.84,upi,shopping
12/09/2023,12/09/2023,UPI/DR/947897003482/SWIGGY,TRANSFER TO 947897003482,4299.77,,11206444.07,upi,food
12/09/2023,12/09/2023,POS/DR/980491674908/APOLLO,TRANSFER TO 980491674908,1124.31,,11205319.76,pos,others
12/09/2023,12/09/2023,IMPS/DR/244294262419/DMART,TRANSFER TO 244294262419,4816.02,,11200503.74,imps,others
12/09/2023,12/09/2023,UPI/DR/377316308452/FLIPKART,TRANSFER TO 377316308452,10077.06,,11190426.68,upi,shopping
12/09/2023,12/09/2023,POS/DR/765615195726/AMAZON,TRANSFER TO 765615195726,1663.83,,11188762.85,pos,shopping
12/09/2023,12/09/2023,IMPS/DR/126505450461/ZOMATO,TRANSFER TO 126505450461,2371.48,,11186391.37,imps,food
12/09/2023,12/09/2023,POS/DR/486563716978/MYNTRA,TRANSFER TO 486563716978,6588.59,,11179802.78,pos,shopping
12/09/2023,12/09/2023,UPI/DR/549521145401/JIO,TRANSFER TO 549521145401,12600.14,,11167202.64,upi,others
12/09/2023,12/09/2023,NEFT/DR/746489308283/FLIPKART,TRANSFER TO 746489308283,9043.73,,11158158.91,neft,shopping
12/09/2023,12/09/2023,IMPS/DR/147414962461/UBER,TRANSFER TO 147414962461,7039.22,,11151119.69,imps,transport
12/09/2023,12/09/2023,IMPS/DR/432268764302/IRCTC,TRANSFER TO 432268764302,3909.46,,11147210.23,imps,others
12/09/2023,12/09/2023,IMPS/DR/227511436621/MYNTRA,TRANSFER TO 227511436621,3786.78,,11143423.45,imps,shopping
12/09/2023,12/09/2023,UPI/DR/602904343548/UBER,TRANSFER TO 602904343548,3606.59,,11139816.86,upi,transport
12/09/2023,12/09/2023,IMPS/DR/303816793649/IRCTC,TRANSFER TO 303816793649,3405.7,,11136411.16,imps,others
12/09/2023,12/09/2023,NEFT/DR/830047440606/BIGBAZAAR,TRANSFER TO 830047440606,5920.67,,11130490.49,neft,others
12/09/2023,12/09/2023,IMPS/DR/493345196149/MYNTRA,TRANSFER TO 493345196149,1253.34,,11129237.15,imps,shopping
12/09/2023,12/09/2023,IMPS/DR/158331241961/SWIGGY,TRANSFER TO 158331241961,1244.97,,11127992.18,imps,food
12/09/2023,12/09/2023,POS/DR/588756268001/APOLLO,TRANSFER TO 588756268001,12861.28,,11115130.9,pos,others
12/09/2023,12/09/2023,IMPS/DR/915867333585/STARBUCKS,TRANSFER TO 915867333585,3274.05,,11111856.85,imps,others
12/09/2023,12/09/2023,IMPS/DR/458096465719/SWIGGY,TRANSFER TO 458096465719,3982.31,,11107874.54,imps,food
12/09/2023,12/09/2023,UPI/DR/672989925967/AMAZON,TRANSFER TO 672989925967,11482.7,,11096391.84,upi,shopping
12/09/2023,12/09/2023,NEFT/DR/993842098084/OLA,TRANSFER TO 993842098084,2305.85,,11094085.99,neft,transport
12/09/2023,12/09/2023,POS/DR/709997741483/STARBUCKS,TRANSFER TO 709997741483,492.86,,11093593.13,pos,others
12/09/2023,12/09/2023,UPI/DR/344536873218/DMART,TRANSFER TO 344536873218,7496.17,,11086096.96,upi,others
12/09/2023,12/09/2023,UPI/DR/597980997665/BIGBAZAAR,TRANSFER TO 597980997665,4183.74,,11081913.22,upi,others
12/09/2023,12/09/2023,POS/DR/655657908654/FLIPKART,TRANSFER TO 655657908654,761.62,,11081151.6,pos,shopping
12/09/2023,12/09/2023,IMPS/DR/446065416706/ZOMATO,TRANSFER TO 446065416706,1431.33,,11079720.27,imps,food
12/09/2023,12/09/2023,NEFT/DR/202592181764/ZOMATO,TRANSFER TO 202592181764,4646.37,,11075073.9,neft,food
12/09/2023,12/09/2023,NEFT/DR/407594806417/DMART,TRANSFER TO 407594806417,2210.85,,11072863.05,neft,others
12/09/2023,12/09/2023,UPI/DR/593671173236/AMAZON,TRANSFER TO 593671173236,9811.94,,11063051.11,upi,shopping
12/09/2023,12/09/2023,UPI/DR/474899482322/STARBUCKS,TRANSFER TO 474899482322,3590.2,,11059460.91,upi,others
12/09/2023,12/09/2023,POS/DR/463881835892/MYNTRA,TRANSFER TO 463881835892,6984.94,,11052475.97,pos,shopping
12/09/2023,12/09/2023,UPI/DR/856660999746/APOLLO,TRANSFER TO 856660999746,5647.41,,11046828.56,upi,others
13/09/2023,13/09/2023,UPI/DR/274245597341/ZOMATO,TRANSFER TO 274245597341,8366.35,,11038462.21,upi,food
13/09/2023,13/09/2023,NEFT/DR/330492048113/BIGBAZAAR,TRANSFER TO 330492048113,1126.4,,11037335.81,neft,others
13/09/2023,13/09/2023,IMPS/DR/558154230469/MYNTRA,TRANSFER TO 558154230469,7887.97,,11029447.84,imps,shopping
13/09/2023,13/09/2023,UPI/DR/826204705050/JIO,TRANSFER TO 826204705050,10025.83,,11019422.01,upi,others
13/09/2023,13/09/2023,POS/DR/787969007735/APOLLO,TRANSFER TO 787969007735,4494.8,,11014927.21,pos,others
13/09/2023,13/09/2023,UPI/DR/169039952002/IRCTC,TRANSFER TO 169039952002,1378.83,,11013548.38,upi,others
13/09/2023,13/09/2023,UPI/DR/202969905132/JIO,TRANSFER TO 202969905132,7207.14,,11006341.24,upi,others
13/09/2023,13/09/2023,UPI/DR/479149677072/SWIGGY,TRANSFER TO 479149677072,347.94,,11005993.3,upi,food
13/09/2023,13/09/2023,IMPS/DR/465565903458/ZOMATO,TRANSFER TO 465565903458,3347.84,,11002645.46,imps,food
13/09/2023,13/09/2023,UPI/DR/197264809090/AMAZON,TRANSFER TO 197264809090,379.71,,11002265.75,upi,shopping
13/09/2023,13/09/2023,POS/DR/620995470495/OLA,TRANSFER TO 620995470495,3765.05,,10998500.7,pos,transport
13/09/2023,13/09/2023,UPI/DR/645041110420/APOLLO,TRANSFER TO 645041110420,1282.56,,10997218.14,upi,others
13/09/2023,13/09/2023,UPI/DR/786113024655/SWIGGY,TRANSFER TO 786113024655,1176.51,,10996041.63,upi,food
13/09/2023,13/09/2023,IMPS/DR/434265328120/STARBUCKS,TRANSFER TO 434265328120,3486.44,,10992555.19,imps,others
13/09/2023,13/09/2023,NEFT/DR/993253725819/AMAZON,TRANSFER TO 993253725819,17051.58,,10975503.61,neft,shopping
13/09/2023,13/09/2023,NEFT/DR/276789724112/SWIGGY,TRANSFER TO 276789724112,3865.6,,10971638.01,neft,food
13/09/2023,13/09/2023,POS/DR/695806747429/SWIGGY,TRANSFER TO 695806747429,2832.57,,10968805.44,pos,food
13/09/2023,13/09/2023,UPI/DR/382844153914/STARBUCKS,TRANSFER TO 382844153914,205.52,,10968599.92,upi,others
13/09/2023,13/09/2023,UPI/DR/606701762791/MYNTRA,TRANSFER TO 606701762791,8793.31,,10959806.61,upi,shopping
13/09/2023,13/09/2023,IMPS/DR/969183209214/ZOMATO,TRANSFER TO 969183209214,1549.22,,10958257.39,imps,food
14/09/2023,14/09/2023,UPI/DR/423511525791/UBER,TRANSFER TO 423511525791,2320.45,,10955936.94,upi,transport
14/09/2023,14/09/2023,POS/DR/206562640788/DMART,TRANSFER TO 206562640788,2036.34,,10953900.6,pos,others
14/09/2023,14/09/2023,NEFT/DR/455128738798/FLIPKART,TRANSFER TO 455128738798,1428.61,,10952471.99,neft,shopping
14/09/2023,14/09/2023,POS/DR/426110170676/JIO,TRANSFER TO 426110170676,1107.94,,10951364.05,pos,others
14/09/2023,14/09/2023,UPI/DR/985177415744/SWIGGY,TRANSFER TO 985177415744,1475.92,,10949888.13,upi,food
14/09/2023,14/09/2023,POS/DR/617016685973/MYNTRA,TRANSFER TO 617016685973,5212.41,,10944675.72,pos,shopping
14/09/2023,14/09/2023,UPI/DR/745502593361/OLA,TRANSFER TO 745502593361,6353.18,,10938322.54,upi,transport
14/09/2023,14/09/2023,POS/DR/815644162448/JIO,TRANSFER TO 815644162448,2909.7,,10935412.84,pos,others
14/09/2023,14/09/2023,NEFT/DR/240565593393/SWIGGY,TRANSFER TO 240565593393,1923.56,,10933489.28,neft,food
14/09/2023,14/09/2023,POS/DR/244091267022/APOLLO,TRANSFER TO 244091267022,3429.57,,10930059.71,pos,others
14/09/2023,14/09/2023,NEFT/DR/372365479945/DMART,TRANSFER TO 372365479945,3460.21,,10926599.5,neft,others
14/09/2023,14/09/2023,IMPS/DR/404611439909/IRCTC,TRANSFER TO 404611439909,4670.21,,10921929.29,imps,others
14/09/2023,14/09/2023,UPI/DR/427410790028/MYNTRA,TRANSFER TO 427410790028,1308.82,,10920620.47,upi,shopping
14/09/2023,14/09/2023,UPI/DR/961499944409/MYNTRA,TRANSFER TO 961499944409,3491.35,,10917129.12,upi,shopping
14/09/2023,14/09/2023,NEFT/DR/299928592920/MYNTRA,TRANSFER TO 299928592920,4875.97,,10912253.15,neft,shopping
14/09/2023,14/09/2023,IMPS/DR/918673375945/BIGBAZAAR,TRANSFER TO 918673375945,6878.28,,10905374.87,imps,others
14/09/2023,14/09/2023,NEFT/DR/573213319240/AMAZON,TRANSFER TO 573213319240,15155.11,,10890219.76,neft,shopping
14/09/2023,14/09/2023,NEFT/DR/609039378152/MYNTRA,TRANSFER TO 609039378152,477.18,,10889742.58,neft,shopping
14/09/2023,14/09/2023,IMPS/DR/104953125657/JIO,TRANSFER TO 104953125657,3772.62,,10885969.96,imps,others
14/09/2023,14/09/2023,POS/DR/671683878147/OLA,TRANSFER TO 671683878147,2665.88,,10883304.08,pos,transport
14/09/2023,14/09/2023,POS/DR/816167450253/APOLLO,TRANSFER TO 816167450253,674.56,,10882629.52,pos,others
14/09/2023,14/09/2023,NEFT/DR/747030715980/SWIGGY,TRANSFER TO 747030715980,859.67,,10881769.85,neft,food
14/09/2023,14/09/2023,POS/DR/313408651315/DMART,TRANSFER TO 313408651315,3221.06,,10878548.79,pos,others
15/09/2023,15/09/2023,IMPS/DR/924232265251/SWIGGY,TRANSFER TO 924232265251,50.0,,10878498.79,imps,food
15/09/2023,15/09/2023,IMPS/DR/873255416219/APOLLO,TRANSFER TO 873255416219,297.25,,10878201.54,imps,others
15/09/2023,15/09/2023,NEFT/DR/295006316375/ZOMATO,TRANSFER TO 295006316375,1703.44,,10876498.1,neft,food
15/09/2023,15/09/2023,UPI/DR/522648758867/UBER,TRANSFER TO 522648758867,1221.88,,10875276.22,upi,transport
15/09/2023,15/09/2023,IMPS/DR/521407427547/OLA,TRANSFER TO 521407427547,6937.33,,10868338.89,imps,transport
15/09/2023,15/09/2023,IMPS/DR/526842686062/AMAZON,TRANSFER TO 526842686062,1156.64,,10867182.25,imps,shopping
15/09/2023,15/09/2023,NEFT/DR/127464154524/MYNTRA,TRANSFER TO 127464154524,1179.69,,10866002.56,neft,shopping
15/09/2023,15/09/2023,POS/DR/995722802832/IRCTC,TRANSFER TO 995722802832,657.66,,10865344.9,pos,others
15/09/2023,15/09/2023,NEFT/DR/142845527306/STARBUCKS,TRANSFER TO 142845527306,7633.07,,10857711.83,neft,others
15/09/2023,15/09/2023,UPI/DR/253095353930/APOLLO,TRANSFER TO 253095353930,8858.16,,10848853.67,upi,others
15/09/2023,15/09/2023,UPI/DR/562942011696/FLIPKART,TRANSFER TO 562942011696,4264.29,,10844589.38,upi,shopping
15/09/2023,15/09/2023,UPI/DR/948687004292/DMART,TRANSFER TO 948687004292,1488.91,,10843100.47,upi,others
15/09/2023,15/09/2023,POS/DR/114270653501/DMART,TRANSFER TO 114270653501,4838.03,,10838262.44,pos,others
15/09/2023,15/09/2023,UPI/DR/882150302573/UBER,TRANSFER TO 882150302573,641.97,,10837620.47,upi,transport
15/09/2023,15/09/2023,UPI/DR/746114755348/FLIPKART,TRANSFER TO 746114755348,8263.08,,10829357.39,upi,shopping
15/09/2023,15/09/2023,UPI/DR/777310518051/IRCTC,TRANSFER TO 777310518051,894.13,,10828463.26,upi,others
15/09/2023,15/09/2023,IMPS/DR/748021070948/IRCTC,TRANSFER TO 748021070948,2795.66,,10825667.6,imps,others
15/09/2023,15/09/2023,UPI/DR/855225626452/SWIGGY,TRANSFER TO 855225626452,1458.17,,10824209.43,upi,food
15/09/2023,15/09/2023,NEFT/DR/223435358648/STARBUCKS,TRANSFER TO 223435358648,660.43,,10823549.0,neft,others
15/09/2023,15/09/2023,NEFT/DR/922443436339/APOLLO,TRANSFER TO 922443436339,4027.44,,10819521.56,neft,others
15/09/2023,15/09/2023,NEFT/DR/822088090786/IRCTC,TRANSFER TO 822088090786,7357.73,,10812163.83,neft,others
15/09/2023,15/09/2023,UPI/DR/590085669603/ZOMATO,TRANSFER TO 590085669603,2393.67,,10809770.16,upi,food
15/09/2023,15/09/2023,UPI/DR/705927083532/MYNTRA,TRANSFER TO 705927083532,4122.74,,10805647.42,upi,shopping
15/09/2023,15/09/2023,NEFT/DR/421684437293/BIGBAZAAR,TRANSFER TO 421684437293,620.42,,10805027.0,neft,others
15/09/2023,15/09/2023,POS/DR/163620487001/BIGBAZAAR,TRANSFER TO 163620487001,571.05,,10804455.95,pos,others
15/09/2023,15/09/2023,NEFT/DR/786204057756/MYNTRA,TRANSFER TO 786204057756,316.35,,10804139.6,neft,shopping
15/09/2023,15/09/2023,NEFT/DR/759698724989/ZOMATO,TRANSFER TO 759698724989,2202.01,,10801937.59,neft,food
15/09/2023,15/09/2023,POS/DR/403075849376/BIGBAZAAR,TRANSFER TO 403075849376,975.43,,10800962.16,pos,others
15/09/2023,15/09/2023,NEFT/DR/265435213253/MYNTRA,TRANSFER TO 265435213253,1886.22,,10799075.94,neft,shopping
15/09/2023,15/09/2023,UPI/DR/748446114353/MYNTRA,TRANSFER TO 748446114353,240.0,,10798835.94,upi,shopping
15/09/2023,15/09/2023,IMPS/DR/192778510102/BIGBAZAAR,TRANSFER TO 192778510102,4791.1,,10794044.84,imps,others
15/09/2023,15/09/2023,UPI/DR/759015620414/JIO,TRANSFER TO 759015620414,511.17,,10793533.67,upi,others
15/09/2023,15/09/2023,IMPS/DR/767875402226/MYNTRA,TRANSFER TO 767875402226,5719.19,,10787814.48,imps,shopping
15/09/2023,15/09/2023,POS/DR/394299415925/ZOMATO,TRANSFER TO 394299415925,270.9,,10787543.58,pos,food
15/09/2023,15/09/2023,NEFT/DR/551928599027/ZOMATO,TRANSFER TO 551928599027,4257.48,,10783286.1,neft,food
15/09/2023,15/09/2023,POS/DR/167750452922/AMAZON,TRANSFER TO 167750452922,3376.13,,10779909.97,pos,shopping
15/09/2023,15/09/2023,POS/DR/804121325305/BIGBAZAAR,TRANSFER TO 804121325305,6925.96,,10772984.01,pos,others
15/09/2023,15/09/2023,IMPS/DR/415008526916/IRCTC,TRANSFER TO 415008526916,1809.48,,10771174.53,imps,others
16/09/2023,16/09/2023,IMPS/DR/783294405050/APOLLO,TRANSFER TO 783294405050,2647.44,,10768527.09,imps,others
16/09/2023,16/09/2023,UPI/DR/260347370545/STARBUCKS,TRANSFER TO 260347370545,2710.56,,10765816.53,upi,others
16/09/2023,16/09/2023,IMPS/DR/338589035395/ZOMATO,TRANSFER TO 338589035395,4246.92,,10761569.61,imps,food
16/09/2023,16/09/2023,IMPS/DR/491143108351/OLA,TRANSFER TO 491143108351,8771.99,,10752797.62,imps,transport
16/09/2023,16/09/2023,IMPS/DR/699186684854/BIGBAZAAR,TRANSFER TO 699186684854,670.19,,10752127.43,imps,others
16/09/2023,16/09/2023,POS/DR/281358899101/OLA,TRANSFER TO 281358899101,3314.1,,10748813.33,pos,transport
16/09/2023,16/09/2023,NEFT/DR/184033624029/BIGBAZAAR,TRANSFER TO 184033624029,4025.77,,10744787.56,neft,others
16/09/2023,16/09/2023,IMPS/DR/902163659562/JIO,TRANSFER TO 902163659562,2248.48,,10742539.08,imps,others
16/09/2023,16/09/2023,POS/DR/783065996829/STARBUCKS,TRANSFER TO 783065996829,4163.26,,10738375.82,pos,others
16/09/2023,16/09/2023,POS/DR/886969071510/BIGBAZAAR,TRANSFER TO 886969071510,81.2,,10738294.62,pos,others
16/09/2023,16/09/2023,NEFT/DR/579531776743/OLA,TRANSFER TO 579531776743,2392.17,,10735902.45,neft,transport
16/09/2023,16/09/2023,IMPS/DR/647142301387/OLA,TRANSFER TO 647142301387,1561.42,,10734341.03,imps,transport
16/09/2023,16/09/2023,POS/DR/307101187948/ZOMATO,TRANSFER TO 307101187948,332.11,,10734008.92,pos,food
16/09/2023,16/09/2023,UPI/DR/504572550260/IRCTC,TRANSFER TO 504572550260,5281.0,,10728727.92,upi,others
16/09/2023,16/09/2023,NEFT/DR/282257494094/DMART,TRANSFER TO 282257494094,1457.77,,10727270.15,neft,others
16/09/2023,16/09/2023,IMPS/DR/446920205082/DMART,TRANSFER TO 446920205082,1440.46,,10725829.69,imps,others
16/09/2023,16/09/2023,POS/DR/948319643631/IRCTC,TRANSFER TO 948319643631,2642.21,,10723187.48,pos,others
16/09/2023,16/09/2023,IMPS/DR/415754285216/JIO,TRANSFER TO 415754285216,10030.62,,10713156.86,imps,others
16/09/2023,16/09/2023,POS/DR/424029804756/IRCTC,TRANSFER TO 424029804756,2575.9,,10710580.96,pos,others
16/09/2023,16/09/2023,UPI/DR/418546211424/STARBUCKS,TRANSFER TO 418546211424,4594.65,,10705986.31,upi,others
16/09/2023,16/09/2023,POS/DR/895587031088/OLA,TRANSFER TO 895587031088,1098.86,,10704887.45,pos,transport
16/09/2023,16/09/2023,UPI/DR/569984132073/JIO,TRANSFER TO 569984132073,2097.54,,10702789.91,upi,others
16/09/2023,16/09/2023,POS/DR/397687376664/MYNTRA,TRANSFER TO 397687376664,1066.13,,10701723.78,pos,shopping
16/09/2023,16/09/2023,IMPS/DR/497858989543/IRCTC,TRANSFER TO 497858989543,1969.15,,10699754.63,imps,others
16/09/2023,16/09/2023,UPI/DR/905775421272/DMART,TRANSFER TO 905775421272,4511.29,,10695243.34,upi,others
16/09/2023,16/09/2023,UPI/DR/226019222955/MYNTRA,TRANSFER TO 226019222955,4180.61,,10691062.73,upi,shopping
16/09/2023,16/09/2023,NEFT/DR/686179203912/UBER,TRANSFER TO 686179203912,1905.1,,10689157.63,neft,transport
16/09/2023,16/09/2023,IMPS/DR/522684995066/BIGBAZAAR,TRANSFER TO 522684995066,2130.95,,10687026.68,imps,others
16/09/2023,16/09/2023,POS/DR/677028199502/DMART,TRANSFER TO 677028199502,3704.21,,10683322.47,pos,others
16/09/2023,16/09/2023,POS/DR/788887589456/SWIGGY,TRANSFER TO 788887589456,2671.84,,10680650.63,pos,food
16/09/2023,16/09/2023,IMPS/DR/273256378097/SWIGGY,TRANSFER TO 273256378097,1442.06,,10679208.57,imps,food
16/09/2023,16/09/2023,NEFT/DR/683641472221/AMAZON,TRANSFER TO 683641472221,50.0,,10679158.57,neft,shopping
16/09/2023,16/09/2023,IMPS/DR/877363109650/FLIPKART,TRANSFER TO 877363109650,905.16,,10678253.41,imps,shopping
16/09/2023,16/09/2023,POS/DR/271777324389/UBER,TRANSFER TO 271777324389,1203.42,,10677049.99,pos,transport
16/09/2023,16/09/2023,IMPS/DR/319787650645/UBER,TRANSFER TO 319787650645,1723.2,,10675326.79,imps,transport
16/09/2023,16/09/2023,POS/DR/445927034898/FLIPKART,TRANSFER TO 445927034898,1434.64,,10673892.15,pos,shopping
16/09/2023,16/09/2023,POS/DR/463694497059/MYNTRA,TRANSFER TO 463694497059,2359.95,,10671532.2,pos,shopping
17/09/2023,17/09/2023,POS/DR/925664808059/ZOMATO,TRANSFER TO 925664808059,4538.68,,10666993.52,pos,food
17/09/2023,17/09/2023,NEFT/DR/638501107223/MYNTRA,TRANSFER TO 638501107223,1087.53,,10665905.99,neft,shopping
17/09/2023,17/09/2023,NEFT/DR/567245088014/STARBUCKS,TRANSFER TO 567245088014,2845.16,,10663060.83,neft,others
17/09/2023,17/09/2023,UPI/DR/749240521309/BIGBAZAAR,TRANSFER TO 749240521309,1093.73,,10661967.1,upi,others
17/09/2023,17/09/2023,NEFT/DR/395917458145/JIO,TRANSFER TO 395917458145,1224.39,,10660742.71,neft,others
17/09/2023,17/09/2023,IMPS/DR/305663876254/FLIPKART,TRANSFER TO 305663876254,353.15,,10660389.56,imps,shopping
17/09/2023,17/09/2023,NEFT/DR/563099580795/SWIGGY,TRANSFER TO 563099580795,1506.07,,10658883.49,neft,food
17/09/2023,17/09/2023,NEFT/DR/334776668790/BIGBAZAAR,TRANSFER TO 334776668790,4247.13,,10654636.36,neft,others
17/09/2023,17/09/2023,IMPS/DR/145680221296/MYNTRA,TRANSFER TO 145680221296,2451.06,,10652185.3,imps,shopping
17/09/2023,17/09/2023,NEFT/DR/570674135713/STARBUCKS,TRANSFER TO 570674135713,4007.34,,10648177.96,neft,others
